-1, ,-786
-1, ,-790
-1, ,-798
-1, ,-804
-1, ,-810
-1, ,-814
-1, ,-822
-1, ,-826
-1, ,-832
-1, ,-840
-1, ,-846
-1, ,-848
-1, ,-852
-1, ,-850
-1, ,-848
-1, ,-848
-1, ,-854
-1, ,-852
-1, ,-848
-1, ,-846
-1, ,-846
-1, ,-840
-1, ,-838
-1, ,-836
-1, ,-830
-1, ,-822
-1, ,-818
-1, ,-814
-1, ,-808
-1, ,-802
-1, ,-794
-1, ,-790
-1, ,-784
-1, ,-774
-1, ,-770
-1, ,-766
-1, ,-758
-1, ,-748
-1, ,-740
-1, ,-728
-1, ,-722
-1, ,-710
-1, ,-702
-1, ,-692
-1, ,-678
-1, ,-668
-1, ,-656
-1, ,-644
-1, ,-630
-1, ,-616
-1, ,-600
-1, ,-584
-1, ,-572
-1, ,-558
-1, ,-542
-1, ,-524
-1, ,-514
-1, ,-496
-1, ,-484
-1, ,-472
-1, ,-452
-1, ,-440
-1, ,-422
-1, ,-410
-1, ,-394
-1, ,-386
-1, ,-360
-1, ,-354
-1, ,-340
-1, ,-330
-1, ,-326
-1, ,-298
-1, ,-286
-1, ,-282
-1, ,-262
-1, ,-258
-1, ,-252
-1, ,-238
-1, ,-226
-1, ,-220
-1, ,-208
-1, ,-206
-1, ,-198
-1, ,-198
-1, ,-192
-1, ,-188
-1, ,-178
-1, ,-174
-1, ,-182
-1, ,-182
-1, ,-178
-1, ,-184
-1, ,-184
-1, ,-188
-1, ,-190
-1, ,-196
-1, ,-192
-1, ,-200
-1, ,-208
-1, ,-210
-1, ,-214
-1, ,-218
-1, ,-226
-1, ,-228
-1, ,-236
-1, ,-242
-1, ,-248
-1, ,-258
-1, ,-260
-1, ,-268
-1, ,-274
-1, ,-284
-1, ,-292
-1, ,-304
-1, ,-314
-1, ,-326
-1, ,-334
-1, ,-346
-1, ,-360
-1, ,-378
-1, ,-388
-1, ,-404
-1, ,-420
-1, ,-436
-1, ,-450
-1, ,-468
-1, ,-488
-1, ,-504
-1, ,-516
-1, ,-536
-1, ,-554
-1, ,-570
-1, ,-586
-1, ,-608
-1, ,-618
-1, ,-638
-1, ,-652
-1, ,-664
-1, ,-672
-1, ,-682
-1, ,-684
-1, ,-688
-1, ,-674
-1, ,-654
-1, ,-624
-1, ,-586
-1, ,-528
-1, ,-456
-1, ,-368
-1, ,-264
-1, ,-140
-1, ,8
-1, ,172
-1, ,352
-1, ,556
-1, ,774
-1, ,1010
-1, ,1258
-1, ,1520
-1, ,1788
-1, ,2066
-1, ,2358
-1, ,2654
-1, ,2956
-1, ,3250
-1, ,3548
-1, ,3846
-1, ,4146
-1, ,4426
-1, ,4706
-1, ,4980
-1, ,5234
-1, ,5486
-1, ,5720
-1, ,5938
-1, ,6138
-1, ,6334
-1, ,6504
-1, ,6656
-1, ,6792
-1, ,6912
-1, ,7012
-1, ,7096
-1, ,7154
-1, ,7202
-1, ,7228
-1, ,7244
-1, ,7230
-1, ,7198
-1, ,7176
-1, ,7110
-1, ,7038
-1, ,6962
-1, ,6860
-1, ,6754
-1, ,6636
-1, ,6506
-1, ,6360
-1, ,6210
-1, ,6062
-1, ,5898
-1, ,5732
-1, ,5558
-1, ,5382
-1, ,5206
-1, ,5026
-1, ,4830
-1, ,4638
-1, ,4464
-1, ,4268
-1, ,4078
-1, ,3906
-1, ,3718
-1, ,3534
-1, ,3358
-1, ,3182
-1, ,3008
-1, ,2842
-1, ,2678
-1, ,2518
-1, ,2360
-1, ,2218
-1, ,2078
-1, ,1938
-1, ,1802
-1, ,1676
-1, ,1552
-1, ,1440
-1, ,1322
-1, ,1222
-1, ,1118
-1, ,1026
-1, ,940
-1, ,850
-1, ,774
